"REF_DATE","GEO","DGUID","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1982","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","14.8","","","","1"
"1983","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","14.9","","","","1"
"1984","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","15.6","","","","1"
"1985","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.1","","","","1"
"1986","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.6","","","","1"
"1987","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.1","","","","1"
"1988","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.2","","","","1"
"1989","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","18.0","","","","1"
"1990","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.7","","","","1"
"1991","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.8","","","","1"
"1992","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.2","","","","1"
"1993","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","18.3","A","","","1"
"1994","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","18.2","A","","","1"
"1995","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","18.0","A","","","1"
"1996","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.8","A","","","1"
"1997","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.9","A","","","1"
"1998","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.5","A","","","1"
"1999","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.5","A","","","1"
"2000","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.2","A","","","1"
"2001","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.2","A","","","1"
"2002","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.2","A","","","1"
"2003","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.4","A","","","1"
"2004","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","17.1","A","","","1"
"2005","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.8","A","","","1"
"2006","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.5","A","","","1"
"2007","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.0","A","","","1"
"2008","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.1","A","","","1"
"2009","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.1","A","","","1"
"2010","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.2","A","","","1"
"2011","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.4","A","","","1"
"2012","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.2","A","","","1"
"2013","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.0","A","","","1"
"2014","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","15.8","A","","","1"
"2015","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.3","A","","","1"
"2016","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.8","A","","","1"
"2017","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.7","A","","","1"
"2018","Canada","2016A000011124","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107656548","1.3.6","16.8","A","","","1"
"1976","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","11.2","","","","1"
"1977","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","11.4","","","","1"
"1978","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","11.4","","","","1"
"1979","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","12.1","","","","1"
"1980","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","11.5","","","","1"
"1981","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","12.3","","","","1"
"1982","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","12.6","","","","1"
"1983","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","11.8","","","","1"
"1984","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","11.9","","","","1"
"1985","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","12.5","","","","1"
"1986","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","12.7","","","","1"
"1987","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.0","","","","1"
"1988","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.3","","","","1"
"1989","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.0","","","","1"
"1990","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.0","","","","1"
"1991","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.4","","","","1"
"1992","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.3","","","","1"
"1993","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.3","A","","","1"
"1994","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.3","A","","","1"
"1995","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.6","A","","","1"
"1996","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.6","A","","","1"
"1997","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.7","A","","","1"
"1998","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.8","A","","","1"
"1999","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.0","A","","","1"
"2000","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.0","A","","","1"
"2001","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.2","A","","","1"
"2002","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.9","A","","","1"
"2003","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.0","A","","","1"
"2004","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.7","A","","","1"
"2005","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.1","A","","","1"
"2006","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.3","A","","","1"
"2007","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.1","A","","","1"
"2008","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.5","A","","","1"
"2009","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.6","A","","","1"
"2010","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.3","A","","","1"
"2011","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.5","A","","","1"
"2012","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.7","A","","","1"
"2013","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.4","A","","","1"
"2014","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.9","A","","","1"
"2015","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.3","A","","","1"
"2016","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","14.0","A","","","1"
"2017","Canada","2016A000011124","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107656549","1.3.7","13.5","A","","","1"
