"REF_DATE","GEO","DGUID","Income concept","Economic family type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","169","","","","0"
"1984","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","170","","","","0"
"1985","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","172","","","","0"
"1986","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","178","","","","0"
"1987","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","179","","","","0"
"1988","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","184","","","","0"
"1989","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","186","","","","0"
"1990","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","191","","","","0"
"1991","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","192","","","","0"
"1992","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","197","","","","0"
"1993","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","198","A","","","0"
"1994","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","197","A","","","0"
"1995","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","198","A","","","0"
"1996","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","198","A","","","0"
"1997","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","198","A","","","0"
"1998","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","198","A","","","0"
"1999","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","199","A","","","0"
"2000","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","200","A","","","0"
"2001","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","201","A","","","0"
"2002","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","204","A","","","0"
"2003","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","207","A","","","0"
"2004","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","208","A","","","0"
"2005","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","210","A","","","0"
"2006","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","209","A","","","0"
"2007","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","213","A","","","0"
"2008","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","215","A","","","0"
"2009","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","218","A","","","0"
"2010","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","220","A","","","0"
"2011","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","223","A","","","0"
"2012","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","226","A","","","0"
"2013","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","228","A","","","0"
"2014","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","230","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","231","A","","","0"
"2016","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","232","A","","","0"
"2017","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","233","A","","","0"
